5.000000000000000000e+01,0.000000000000000000e+00,-5.422208581480141010e-02
5.500000000000000000e+01,0.000000000000000000e+00,-5.131309096563064359e-02
6.000000000000000000e+01,0.000000000000000000e+00,-4.918157039789242124e-02
6.500000000000000000e+01,0.000000000000000000e+00,-4.768739207662824053e-02
7.000000000000000000e+01,0.000000000000000000e+00,-4.673892292001646798e-02
7.500000000000000000e+01,0.000000000000000000e+00,-4.627899112047436508e-02
8.000000000000000000e+01,0.000000000000000000e+00,-4.627680442156442697e-02
8.500000000000000000e+01,0.000000000000000000e+00,-4.672364337217324581e-02
9.000000000000000000e+01,0.000000000000000000e+00,-4.763124743853626442e-02
9.500000000000000000e+01,0.000000000000000000e+00,-4.903246418042354199e-02
1.000000000000000000e+02,0.000000000000000000e+00,-5.098421104669038223e-02
1.050000000000000000e+02,0.000000000000000000e+00,-5.357327667907130914e-02
1.100000000000000000e+02,0.000000000000000000e+00,-5.692612689315106056e-02
1.150000000000000000e+02,0.000000000000000000e+00,-6.122491995048036373e-02
1.200000000000000000e+02,0.000000000000000000e+00,-6.673383364479260060e-02
1.250000000000000000e+02,0.000000000000000000e+00,-7.384355219981041107e-02
1.300000000000000000e+02,0.000000000000000000e+00,-8.314968688530850749e-02
1.350000000000000000e+02,0.000000000000000000e+00,-9.559899948136246772e-02
1.400000000000000000e+02,0.000000000000000000e+00,-1.127825246741072512e-01
1.450000000000000000e+02,0.000000000000000000e+00,-1.375813229287708994e-01
1.500000000000000000e+02,0.000000000000000000e+00,-1.757821775994794222e-01
1.550000000000000000e+02,0.000000000000000000e+00,-2.409269298912011248e-01
1.600000000000000000e+02,0.000000000000000000e+00,-3.737143749277029303e-01
1.650000000000000000e+02,0.000000000000000000e+00,-7.778264171444784214e-01
1.700000000000000000e+02,0.000000000000000000e+00,-5.742222927902477793e+06
1.750000000000000000e+02,0.000000000000000000e+00,8.602173174471763328e-01
1.800000000000000000e+02,0.000000000000000000e+00,4.576804817229634947e-01
1.850000000000000000e+02,0.000000000000000000e+00,3.276325946551372215e-01
1.900000000000000000e+02,0.000000000000000000e+00,2.665823295344142418e-01
1.950000000000000000e+02,0.000000000000000000e+00,2.341438983445287836e-01
2.000000000000000000e+02,0.000000000000000000e+00,2.172758733885892246e-01
2.050000000000000000e+02,0.000000000000000000e+00,2.110029560727682552e-01
2.100000000000000000e+02,0.000000000000000000e+00,2.138150734474499881e-01
2.150000000000000000e+02,0.000000000000000000e+00,2.265956748494680484e-01
2.200000000000000000e+02,0.000000000000000000e+00,2.533213879195566620e-01
2.250000000000000000e+02,0.000000000000000000e+00,3.047344424241195671e-01
2.300000000000000000e+02,0.000000000000000000e+00,4.135853253591312284e-01
2.350000000000000000e+02,0.000000000000000000e+00,7.351826634673045424e-01
2.400000000000000000e+02,0.000000000000000000e+00,8.899412105709467724e+00
2.450000000000000000e+02,0.000000000000000000e+00,-7.561056314699333702e-01
2.500000000000000000e+02,0.000000000000000000e+00,-3.397075937374949284e-01
2.550000000000000000e+02,0.000000000000000000e+00,-2.103285804853593788e-01
2.600000000000000000e+02,0.000000000000000000e+00,-1.478013984856337837e-01
2.650000000000000000e+02,0.000000000000000000e+00,-1.110886618865855741e-01
2.700000000000000000e+02,0.000000000000000000e+00,-8.688957755587568832e-02
2.750000000000000000e+02,0.000000000000000000e+00,-6.957234988845216461e-02
2.800000000000000000e+02,0.000000000000000000e+00,-5.631094211800887622e-02
2.850000000000000000e+02,0.000000000000000000e+00,-4.548633767311336534e-02
2.900000000000000000e+02,0.000000000000000000e+00,-3.604203088751326001e-02
2.950000000000000000e+02,0.000000000000000000e+00,-2.717178239265318276e-02
3.000000000000000000e+02,0.000000000000000000e+00,-1.812590155280215110e-02
